Total ESG Risk score,Environment Risk Score,Social Risk Score,Governance Risk Score,Controversy Score,Symbol,Sector,Industry
0.278585904965873,0.2115753150663847,0.4491271976218325,-0.32145608183597857,1.2527556677657363,ED,Utilities,Utilities - Regulated Electric
0.19089770941686446,-1.0966399227673713,1.943379769804421,-0.008325002119371237,1.2527556677657363,EFX,Industrials,Consulting Services
-0.569066652007874,-0.846539950828565,-0.7130692474090697,1.3783983509113185,-1.2715470027822222,EG,Financial Services,Insurance - Reinsurance
0.8193297775180907,1.0003521496426198,0.5874839172683685,-0.7687861957168461,1.2527556677657363,EIX,Utilities,Utilities - Regulated Electric
0.5270357923547296,0.2115753150663847,0.5044698854804467,0.3048060775972361,-0.00939566750824297,EL,Consumer Defensive,Household & Personal Products
-1.5336368030469651,-1.0966399227673713,-0.9067686549142201,-0.6793201729406726,-0.00939566750824297,ELV,Healthcare,Healthcare Plans
0.4978063938383937,1.346644418480967,-0.9621113427728345,-0.09779102489554482,-0.00939566750824297,EMN,Basic Materials,Specialty Chemicals
0.9508620708416029,0.5771060432846401,1.0578967640665906,-0.09779102489554482,-1.2715470027822222,EMR,Industrials,Specialty Industrial Machinery
1.7985146278153503,2.770290412594172,-0.7130692474090697,0.21534005482106253,-1.2715470027822222,EOG,Energy,Oil & Gas E&P
-1.1682693215927638,-0.46177076323040145,-1.1004680624193706,-0.7687861957168461,-1.2715470027822222,EQIX,Real Estate,REIT - Specialty
-1.4605633067561248,-0.5387246007500341,-1.764580316722743,-0.32145608183597857,-1.2715470027822222,EQR,Real Estate,REIT - Residential
2.017735116687871,2.2893289280964675,0.22775644618737478,0.4837381231495833,-1.2715470027822222,EQT,Energy,Oil & Gas E&P
-0.48137845645886546,-0.21167079129159516,-0.18731371275223316,-0.6345871615525855,-0.00939566750824297,ES,Utilities,Utilities - Regulated Electric
-1.3874898104652846,-0.44253230385049325,-1.7922516606520504,-0.32145608183597857,-1.2715470027822222,ESS,Real Estate,REIT - Residential
-0.5836813512660421,-0.057763116252329806,-0.6853979034797626,-0.5003881273883254,-1.2715470027822222,ETN,Industrials,Specialty Industrial Machinery
0.7024121834527461,1.5775059310398651,-0.5470411838332266,-0.6793201729406726,-0.00939566750824297,ETR,Utilities,Utilities - Regulated Electric
-0.48137845645886546,-0.5579630601299423,-0.32567043239876914,0.3495390889853227,-1.2715470027822222,EW,Healthcare,Medical Devices
0.14705361164236022,0.30776761196592556,-0.04895699310569717,-0.18725704767171802,1.2527556677657363,EXC,Utilities,Utilities - Regulated Electric
-0.7736724416222264,-0.307863088191136,-0.4640271520453051,-0.9029852298811063,-0.00939566750824297,EXPD,Industrials,Integrated Freight & Logistics
0.8339444767762589,-0.2886246288112279,1.1132394519252053,1.4678643736874915,-0.00939566750824297,EXPE,Consumer Cyclical,Travel Services
-0.9782782312365794,-0.307863088191136,-1.5432095652882856,0.21534005482106253,-1.2715470027822222,EXR,Real Estate,REIT - Industrial
0.07398011535151998,0.30776761196592556,-0.7960832791969913,0.7521361914781036,1.2527556677657363,F,Consumer Cyclical,Auto Manufacturers
0.41011819828938517,0.6732983401841809,-0.27032774454015446,0.12587403204488895,-0.00939566750824297,FAST,Industrials,Industrial Distribution
1.4185324471029808,1.8276059029786715,0.2000851022580677,-0.18725704767171802,2.5149070030397156,FCX,Basic Materials,Copper
-0.510607854975202,-0.2886246288112279,-0.13197102489361845,-0.6793201729406726,-1.2715470027822222,FDS,Financial Services,Financial Data & Stock Exchanges
-0.3206167646190172,-0.019286197492513424,-0.24265640061084734,-0.5451211387764123,-0.00939566750824297,FDX,Industrials,Integrated Freight & Logistics
0.5416504916128979,0.9618752308828035,-0.07662833703500427,-0.4556551160002388,1.2527556677657363,FE,Utilities,Utilities - Regulated Electric
-0.7005989453313861,-0.3271015475710443,-0.4640271520453051,-0.6345871615525855,-1.2715470027822222,FFIV,Technology,Software - Infrastructure
-0.33523146387718494,-0.3271015475710443,-0.15964236882292604,-0.008325002119371237,-0.00939566750824297,FI,Technology,Information Technology Services
-0.6421401482987141,-0.3271015475710443,-0.29799908846946205,-0.7240531843287591,-1.2715470027822222,FIS,Technology,Information Technology Services
-0.7444430431058904,-0.8850168695883812,-0.32567043239876914,0.3048060775972361,-0.00939566750824297,FITB,Financial Services,Banks - Regional
1.287000153779468,1.6544597685594975,-0.10429968096431136,0.3048060775972361,-1.2715470027822222,FMC,Basic Materials,Agricultural Inputs
-1.3874898104652846,-0.6733938164093913,-1.3771815017124425,-0.4556551160002388,-1.2715470027822222,FRT,Real Estate,REIT - Retail
-0.4375343586843617,-0.634916897649575,0.2000851022580677,-0.18725704767171802,-1.2715470027822222,FTNT,Technology,Software - Infrastructure
1.8862028233643577,1.981513578017937,1.3069388594303555,-0.9477182412691929,-1.2715470027822222,FTV,Technology,Scientific & Technical Instruments
1.9446616203970308,0.692536799564089,2.6628347119664078,0.036408009268715756,1.2527556677657363,GD,Industrials,Aerospace & Defense
2.719240681079937,1.6159828497996813,1.6943376744406564,1.8257284647921859,1.2527556677657363,GE,Industrials,Aerospace & Defense
-0.7298283438477227,-0.48100922261030965,-0.29799908846946205,-0.6345871615525855,-0.00939566750824297,GEN,Technology,Software - Infrastructure
0.16166831090052847,-0.9234937883481976,1.3899528912182773,0.3495390889853227,-0.00939566750824297,GILD,Healthcare,Drug Manufacturers - General
-0.11601097500466423,0.4809137463850992,-0.15964236882292604,-1.2161163095977137,-0.00939566750824297,GIS,Consumer Defensive,Packaged Foods
-0.21831386981184098,-0.8080630320687484,-0.27032774454015446,1.6467964192398388,-0.00939566750824297,GL,Financial Services,Insurance - Life
-0.7882871408803946,-0.057763116252329806,-1.2388247820659064,-0.32145608183597857,-0.00939566750824297,GLW,Technology,Electronic Components
0.9654767700997711,0.7694906370837218,0.6151552611976756,0.17060704343297595,2.5149070030397156,GM,Consumer Cyclical,Auto Manufacturers
0.33704470199854497,-0.8080630320687484,0.5321412294097538,2.0941265331207064,2.5149070030397156,GOOGL,Communication Services,Internet Content & Information
-1.1974987201091,-0.21167079129159516,-1.1281394063486776,-1.350315343761974,-0.00939566750824297,GPC,Consumer Cyclical,Auto Parts
-0.14524037352100075,-0.4040553850906769,0.3937845097632178,-0.14252403628363142,-1.2715470027822222,GPN,Industrials,Specialty Business Services
-0.17446977203733674,-0.19243233191168704,0.6428266051269828,-1.12665028682154,-1.2715470027822222,GRMN,Technology,Scientific & Technical Instruments
0.5270357923547296,-0.9427322477281057,0.9748827322786693,2.228325567284967,-0.00939566750824297,GS,Financial Services,Capital Markets
-0.8613606371712349,-0.25014771005141156,-1.017454030631449,-0.4109221046121518,-0.00939566750824297,GWW,Industrials,Industrial Distribution
0.5416504916128979,0.7694906370837218,-0.10429968096431136,0.036408009268715756,-0.00939566750824297,HAL,Energy,Oil & Gas Equipment & Services
-2.162068871148191,-1.1158783821472793,-1.764580316722743,-1.1713832982096266,-0.00939566750824297,HAS,Consumer Cyclical,Leisure
-0.013708080197488001,-0.7311091945491158,0.5321412294097538,0.8416022142542768,-0.00939566750824297,HBAN,Financial Services,Banks - Regional
1.0093208678742753,-0.3655784663308606,2.3307785848147216,0.17060704343297595,1.2527556677657363,HCA,Healthcare,Medical Care Facilities
-1.3582604119489485,-0.48100922261030965,-1.017454030631449,-1.350315343761974,-0.00939566750824297,HD,Consumer Cyclical,Home Improvement Retail
1.6377529359755016,2.5201904406553655,-0.5747125277625337,0.08114102065680236,-0.00939566750824297,HES,Energy,Oil & Gas E&P
-0.7736724416222264,-0.7695861133089322,-0.5747125277625337,0.3495390889853227,-1.2715470027822222,HIG,Financial Services,Insurance - Property & Casualty
-0.627525449040546,0.05766764002711917,-0.6300552156211482,-1.0819172754334532,-0.00939566750824297,HLT,Consumer Cyclical,Lodging
0.45396229606388944,-0.23090925067150345,0.7811833247735187,0.707403180090017,-1.2715470027822222,HOLX,Healthcare,Medical Instruments & Supplies
0.9800914693579393,1.0003521496426198,0.36611316583391074,0.08114102065680236,1.2527556677657363,HON,Industrials,Conglomerates
-1.6359396978541416,-0.9427322477281057,-1.432524189571057,-0.5451211387764123,-0.00939566750824297,HPE,Technology,Communication Equipment
-1.548251502305133,-1.0966399227673713,-1.155810750277985,-0.32145608183597857,-0.00939566750824297,HPQ,Technology,Computer Hardware
1.184697258972292,1.442836715380508,0.3937845097632178,-0.3661890932240652,1.2527556677657363,HRL,Consumer Defensive,Packaged Foods
-1.1682693215927638,-0.7311091945491158,-0.9897826867021416,-0.231990059059805,-0.00939566750824297,HSIC,Healthcare,Medical Distribution
